DBN,Name,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,grade1,grade2,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per
21K095,PS 095 THE GRAVESEND,20112012,63.8,962,19.1,16.2,117,132,132,117,111,62,60,58,NA,NA,NA,NA,205,21.3,76,7.9,310,32.2,328,34.1,488,50.7,474,49.3
21K096,IS 096 SETH LOW,20102011,83.1,855,21.3,17,NA,NA,NA,NA,NA,226,271,358,NA,NA,NA,NA,299,35,132,15.4,214,25,210,24.6,443,51.8,412,48.2
21K096,IS 096 SETH LOW,20112012,68.1,759,18.3,18.4,NA,NA,NA,NA,NA,243,234,282,NA,NA,NA,NA,249,32.8,100,13.2,224,29.5,183,24.1,409,53.9,350,46.1
21K097,PS 097 THE HIGHLAWN,20102011,68.6,794,23.4,12.8,127,120,105,126,140,NA,NA,NA,NA,NA,NA,NA,443,55.8,7,0.9,138,17.4,203,25.6,383,48.2,411,51.8
21K097,PS 097 THE HIGHLAWN,20112012,57.6,805,21,13.8,129,130,123,108,131,NA,NA,NA,NA,NA,NA,NA,413,51.3,7,0.9,147,18.3,234,29.1,383,47.6,422,52.4
21K098,IS 98 BAY ACADEMY,20102011,50.3,1212,1.8,4.3,NA,NA,NA,NA,NA,431,401,380,NA,NA,NA,NA,326,26.9,98,8.1,116,9.6,661,54.5,565,46.6,647,53.4
21K098,IS 98 BAY ACADEMY,20112012,32.1,1244,1,4,NA,NA,NA,NA,NA,434,417,393,NA,NA,NA,NA,381,30.6,79,6.4,112,9,662,53.2,577,46.4,667,53.6
21K099,PS 099 ISAAC ASIMOV,20102011,85.8,737,22.1,16.6,80,67,73,75,89,77,83,82,NA,NA,NA,NA,291,39.5,93,12.6,148,20.1,203,27.5,372,50.5,365,49.5
21K099,PS 099 ISAAC ASIMOV,20112012,76.2,765,22.5,18.8,73,91,70,76,81,94,84,85,NA,NA,NA,NA,295,38.6,96,12.5,155,20.3,217,28.4,379,49.5,386,50.5
21K100,PS 100 THE CONEY ISLAND,20102011,73.5,722,14,11.8,129,103,125,117,107,NA,NA,NA,NA,NA,NA,NA,24,3.3,41,5.7,58,8,592,82,359,49.7,363,50.3
21K100,PS 100 THE CONEY ISLAND,20112012,43.3,720,13.5,11.2,122,129,95,122,117,NA,NA,NA,NA,NA,NA,NA,21,2.9,39,5.4,56,7.8,599,83.2,349,48.5,371,51.5
21K101,PS 101 THE VERRAZANO,20102011,83.7,886,16.7,12.1,141,140,143,134,131,NA,NA,NA,NA,NA,NA,NA,517,58.4,8,0.9,121,13.7,238,26.9,472,53.3,414,46.7
21K101,PS 101 THE VERRAZANO,20112012,63.9,879,15.5,12.9,139,144,143,158,134,NA,NA,NA,NA,NA,NA,NA,491,55.9,6,0.7,136,15.5,245,27.9,475,54,404,46
21K121,PS 121 NELSON A ROCKEFELLER,20102011,87.3,273,14.7,20.1,30,23,30,32,23,18,16,21,NA,NA,NA,NA,44,16.1,8,2.9,110,40.3,111,40.7,134,49.1,139,50.9
21K121,PS 121 NELSON A ROCKEFELLER,20112012,75,319,13.2,17.6,44,31,28,32,35,28,18,21,NA,NA,NA,NA,52,16.3,8,2.5,132,41.4,127,39.8,150,47,169,53
21K128,PS 128 BENSONHURST,20102011,79.1,371,26.7,13.2,70,47,53,61,52,NA,NA,NA,NA,NA,NA,NA,115,31,7,1.9,75,20.2,171,46.1,200,53.9,171,46.1
21K128,PS 128 BENSONHURST,20112012,73.4,383,25.3,11,65,68,47,51,63,NA,NA,NA,NA,NA,NA,NA,110,28.7,2,0.5,85,22.2,181,47.3,199,52,184,48
21K153,PS 153 HOMECREST,20102011,89.5,516,29.1,14.1,84,96,71,92,66,NA,NA,NA,NA,NA,NA,NA,192,37.2,12,2.3,118,22.9,183,35.5,262,50.8,254,49.2
21K153,PS 153 HOMECREST,20112012,75,547,23.9,12.2,80,79,94,74,93,NA,NA,NA,NA,NA,NA,NA,192,35.1,18,3.3,138,25.2,183,33.5,267,48.8,280,51.2
21K177,PS 177 THE MARLBORO,20102011,85.1,903,30.8,12.5,141,132,130,140,145,NA,NA,NA,NA,NA,NA,NA,294,32.6,10,1.1,257,28.5,339,37.5,458,50.7,445,49.3
21K177,PS 177 THE MARLBORO,20112012,71.8,943,30.5,12.1,137,143,132,143,148,NA,NA,NA,NA,NA,NA,NA,276,29.3,8,0.8,271,28.7,385,40.8,464,49.2,479,50.8
21K188,PS 188 MICHAEL E BERDY,20102011,88.3,604,5.6,17.7,107,93,96,92,81,NA,NA,NA,NA,NA,NA,NA,48,7.9,278,46,197,32.6,73,12.1,289,47.8,315,52.2
21K188,PS 188 MICHAEL E BERDY,20112012,82.4,573,4.2,17.3,99,107,89,86,79,NA,NA,NA,NA,NA,NA,NA,40,7,264,46.1,207,36.1,59,10.3,271,47.3,302,52.7
21K199,PS 199 FREDERICK WACHTEL,20102011,77.4,532,30.8,17.9,93,93,80,91,68,NA,NA,NA,NA,NA,NA,NA,174,32.7,16,3,97,18.2,244,45.9,282,53,250,47
21K199,PS 199 FREDERICK WACHTEL,20112012,69.6,505,29.9,17,72,88,85,80,89,NA,NA,NA,NA,NA,NA,NA,154,30.5,13,2.6,101,20,236,46.7,274,54.3,231,45.7
21K209,PS 209 MARGARET MEAD,20102011,76.7,758,23.5,15.7,96,67,95,93,74,65,72,65,NA,NA,NA,NA,225,29.7,40,5.3,151,19.9,342,45.1,384,50.7,374,49.3
21K209,PS 209 MARGARET MEAD,20112012,63.7,725,22.6,15.4,83,91,57,95,98,45,58,72,NA,NA,NA,NA,214,29.5,27,3.7,162,22.3,319,44,347,47.9,378,52.1
21K212,PS 212 LADY DEBORAH MOODY,20102011,80.8,636,19.3,18.9,96,91,108,85,95,NA,NA,NA,NA,NA,NA,NA,160,25.2,145,22.8,176,27.7,146,23,311,48.9,325,51.1
21K212,PS 212 LADY DEBORAH MOODY,20112012,72,620,20.2,17.1,124,86,80,110,74,NA,NA,NA,NA,NA,NA,NA,178,28.7,128,20.6,155,25,154,24.8,324,52.3,296,47.7
21K215,PS 215 MORRIS H WEISS,20102011,62.6,730,11.4,11.5,113,130,109,84,116,NA,NA,NA,NA,NA,NA,NA,155,21.2,32,4.4,196,26.8,336,46,347,47.5,383,52.5
21K215,PS 215 MORRIS H WEISS,20112012,53.3,769,8.8,9.2,130,120,128,118,85,NA,NA,NA,NA,NA,NA,NA,165,21.5,28,3.6,198,25.7,367,47.7,359,46.7,410,53.3
21K216,PS 216 ARTURO TOSCANINI,20102011,78.2,462,16.7,14.5,74,67,71,78,49,NA,NA,NA,NA,NA,NA,NA,93,20.1,28,6.1,69,14.9,272,58.9,241,52.2,221,47.8
21K216,PS 216 ARTURO TOSCANINI,20112012,63.7,545,13.2,13.6,73,78,81,65,74,NA,NA,NA,NA,NA,NA,NA,123,22.6,29,5.3,93,17.1,299,54.9,279,51.2,266,48.8
21K225,PS 225 THE EILEEN E ZAGLIN,20102011,82.3,861,40.5,17.2,93,81,89,99,91,95,87,99,NA,NA,NA,NA,156,18.1,26,3,281,32.6,394,45.8,471,54.7,390,45.3
21K225,PS 225 THE EILEEN E ZAGLIN,20112012,66.5,906,38.2,18.7,102,85,76,94,112,106,112,97,NA,NA,NA,NA,155,17.1,19,2.1,344,38,376,41.5,486,53.6,420,46.4
21K226,PS 226 ALFRED DE B.MASON,20102011,86.5,885,25.2,20.8,109,87,80,80,85,93,86,85,NA,NA,NA,NA,236,26.7,17,1.9,255,28.8,374,42.3,487,55,398,45
21K226,PS 226 ALFRED DE B.MASON,20112012,78.7,953,23.6,19.2,113,113,96,81,80,98,98,91,NA,NA,NA,NA,262,27.5,22,2.3,276,29,390,40.9,526,55.2,427,44.8
21K228,IS 228 DAVID A BOODY,20102011,78.5,811,16.9,14.8,NA,NA,NA,NA,NA,228,250,333,NA,NA,NA,NA,273,33.7,112,13.8,194,23.9,231,28.5,455,56.1,356,43.9
21K228,IS 228 DAVID A BOODY,20112012,72.2,825,17.9,16.1,NA,NA,NA,NA,NA,313,250,262,NA,NA,NA,NA,268,32.5,80,9.7,234,28.4,241,29.2,468,56.7,357,43.3
21K238,PS 238 ANNE SULLIVAN,20102011,89.3,569,27.1,23.6,58,68,57,68,41,56,66,45,NA,NA,NA,NA,107,18.8,37,6.5,280,49.2,144,25.3,290,51,279,49
21K238,PS 238 ANNE SULLIVAN,20112012,80.4,587,24,23.9,66,53,61,55,67,54,51,60,NA,NA,NA,NA,113,19.3,31,5.3,298,50.8,144,24.5,302,51.4,285,48.6
21K239,IS 239 MARK TWAIN,20102011,43.1,1330,1.5,3.6,NA,NA,NA,NA,NA,469,442,419,NA,NA,NA,NA,440,33.1,131,9.8,81,6.1,675,50.8,603,45.3,727,54.7
21K239,IS 239 MARK TWAIN,20112012,32.2,1281,0.6,3.1,NA,NA,NA,NA,NA,410,436,435,NA,NA,NA,NA,410,32,132,10.3,79,6.2,658,51.4,592,46.2,689,53.8
21K253,PS 253 OCEAN VIEW,20102011,95.1,703,26.3,11.8,144,110,98,88,104,NA,NA,NA,NA,NA,NA,NA,261,37.1,2,0.3,322,45.8,111,15.8,338,48.1,365,51.9
21K253,PS 253 OCEAN VIEW,20112012,86.1,737,26.7,11.8,106,143,112,98,86,NA,NA,NA,NA,NA,NA,NA,283,38.4,7,0.9,332,45,109,14.8,359,48.7,378,51.3
21K281,IS 281 JOSEPH B CAVALLARO,20102011,84.9,1290,16.1,14.9,NA,NA,NA,NA,NA,388,410,492,NA,NA,NA,NA,509,39.5,118,9.1,272,21.1,390,30.2,649,50.3,641,49.7
21K281,IS 281 JOSEPH B CAVALLARO,20112012,72,1221,17.7,15.6,NA,NA,NA,NA,NA,378,396,447,NA,NA,NA,NA,478,39.1,103,8.4,279,22.9,359,29.4,635,52,586,48
21K288,PS 288 THE SHIRLEY TANYHILL,20102011,94.8,553,7.8,18.4,73,69,46,54,48,52,52,52,NA,NA,NA,NA,12,2.2,298,53.9,218,39.4,19,3.4,271,49,282,51
21K288,PS 288 THE SHIRLEY TANYHILL,20112012,86.8,516,5.4,16.9,75,66,66,45,47,36,45,42,NA,NA,NA,NA,15,2.9,269,52.1,202,39.1,28,5.4,250,48.4,266,51.6
21K303,IS 303 HERBERT S. EISENBERG,20102011,79.4,727,11,16.9,NA,NA,NA,NA,NA,228,237,262,NA,NA,NA,NA,139,19.1,109,15,233,32,245,33.7,343,47.2,384,52.8
21K303,IS 303 HERBERT S. EISENBERG,20112012,64.1,641,11.5,16.2,NA,NA,NA,NA,NA,180,219,242,NA,NA,NA,NA,129,20.1,87,13.6,209,32.6,213,33.2,306,47.7,335,52.3
21K329,PS 329 SURFSIDE,20102011,93.1,504,3.4,18.8,78,77,85,80,71,NA,NA,NA,NA,NA,NA,NA,21,4.2,322,63.9,123,24.4,36,7.1,263,52.2,241,47.8
21K329,PS 329 SURFSIDE,20112012,83.9,482,2.9,21,87,82,60,84,69,NA,NA,NA,NA,NA,NA,NA,18,3.7,304,63.1,123,25.5,36,7.5,238,49.4,244,50.6
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,20102011,85,333,88,1.2,NA,NA,NA,NA,NA,NA,NA,NA,73,104,89,67,102,30.6,69,20.7,91,27.3,71,21.3,176,52.9,157,47.1
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,20112012,73.8,343,89.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,83,103,79,78,144,42,48,14,72,21,78,22.7,202,58.9,141,41.1
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,20102011,79.6,468,12.8,12.2,NA,NA,NA,NA,NA,NA,NA,NA,125,159,103,81,57,12.2,104,22.2,126,26.9,181,38.7,243,51.9,225,48.1
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,20112012,70.4,481,11,16,NA,NA,NA,NA,NA,NA,NA,NA,147,128,124,82,59,12.3,116,24.1,124,25.8,181,37.6,258,53.6,223,46.4
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,20102011,79,341,2.9,18.5,NA,NA,NA,NA,NA,NA,NA,NA,99,107,84,51,10,2.9,221,64.8,85,24.9,25,7.3,306,89.7,35,10.3
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,20112012,69.2,370,2.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,129,86,91,64,10,2.7,253,68.4,85,23,22,5.9,329,88.9,41,11.1
21K410,ABRAHAM LINCOLN HIGH SCHOOL,20102011,55.9,2617,19.5,11,NA,NA,NA,NA,NA,NA,NA,NA,749,788,585,495,471,18,894,34.2,540,20.6,695,26.6,1465,56,1152,44
21K410,ABRAHAM LINCOLN HIGH SCHOOL,20112012,53.3,2595,16.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,788,784,486,537,500,19.3,911,35.1,522,20.1,652,25.1,1463,56.4,1132,43.6
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,20102011,80.6,403,3.2,13.6,NA,NA,NA,NA,NA,76,78,86,87,76,NA,NA,28,6.9,109,27,92,22.8,173,42.9,223,55.3,180,44.7
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,20112012,70,472,2.8,15.7,NA,NA,NA,NA,NA,89,69,77,87,80,70,NA,34,7.2,118,25,107,22.7,211,44.7,273,57.8,199,42.2
21K525,EDWARD R. MURROW HIGH SCHOOL,20102011,19.6,4019,9.1,13.8,NA,NA,NA,NA,NA,NA,NA,NA,1231,1243,731,814,1028,25.6,1002,24.9,683,17,1295,32.2,1679,41.8,2340,58.2
21K525,EDWARD R. MURROW HIGH SCHOOL,20112012,28.5,4022,9.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,1216,1275,740,791,1089,27.1,970,24.1,707,17.6,1237,30.8,1707,42.4,2315,57.6
21K540,JOHN DEWEY HIGH SCHOOL,20102011,55.9,2613,19.2,8.7,NA,NA,NA,NA,NA,NA,NA,NA,835,801,523,454,958,36.7,816,31.2,519,19.9,310,11.9,1280,49,1333,51
21K540,JOHN DEWEY HIGH SCHOOL,20112012,58.7,2168,19.6,8.7,NA,NA,NA,NA,NA,NA,NA,NA,486,770,459,453,848,39.1,663,30.6,414,19.1,235,10.8,1116,51.5,1052,48.5
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,20102011,80.5,219,3.7,17.8,NA,NA,NA,NA,NA,NA,NA,NA,72,52,62,33,13,5.9,92,42,75,34.2,38,17.4,106,48.4,113,51.6
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,20112012,72,251,4.8,20.3,NA,NA,NA,NA,NA,NA,NA,NA,81,84,35,51,12,4.8,112,44.6,75,29.9,51,20.3,128,51,123,49
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEAD,20102011,69.2,210,23.3,17.6,NA,NA,NA,NA,NA,NA,NA,NA,77,67,48,18,35,16.7,42,20,95,45.2,38,18.1,114,54.3,96,45.7
22K134,K134,20102011,95.9,497,13.1,12.9,75,84,71,67,85,NA,NA,NA,NA,NA,NA,NA,114,22.9,152,30.6,134,27,95,19.1,246,49.5,251,50.5
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEAD,20112012,64.4,226,21.7,16.4,NA,NA,NA,NA,NA,NA,NA,NA,64,79,47,36,44,19.5,44,19.5,93,41.2,44,19.5,116,51.3,110,48.7
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION,20102011,88.2,1171,3.3,21.4,NA,NA,NA,NA,NA,NA,NA,NA,468,293,250,160,38,3.2,873,74.6,184,15.7,72,6.1,944,80.6,227,19.4
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION,20112012,74.3,956,3.1,22.7,NA,NA,NA,NA,NA,NA,NA,NA,284,277,186,209,31,3.2,716,74.9,134,14,66,6.9,746,78,210,22
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,20102011,65.2,895,6.5,18.4,NA,NA,NA,NA,NA,71,82,83,206,185,128,140,94,10.5,76,8.5,201,22.5,524,58.5,440,49.2,455,50.8
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,20112012,49.9,876,8.4,18.7,NA,NA,NA,NA,NA,79,74,84,197,184,140,118,112,12.8,63,7.2,202,23.1,495,56.5,439,50.1,437,49.9
21K728,LIBERATION DIPLOMA PLUS,20102011,88.3,187,1.6,8,NA,NA,NA,NA,NA,NA,NA,NA,35,83,35,34,5,2.7,85,45.5,72,38.5,24,12.8,88,47.1,99,52.9
21K728,LIBERATION DIPLOMA PLUS,20112012,82.3,191,1.6,6.3,NA,NA,NA,NA,NA,NA,NA,NA,27,101,21,42,5,2.6,84,44,72,37.7,29,15.2,80,41.9,111,58.1
22K014,JHS 014 SHELL BANK,20102011,88.7,651,16.9,27.5,NA,NA,NA,NA,NA,182,233,236,NA,NA,NA,NA,56,8.6,421,64.7,94,14.4,80,12.3,347,53.3,304,46.7
22K014,JHS 014 SHELL BANK,20112012,72.1,610,17.5,29.3,NA,NA,NA,NA,NA,187,183,240,NA,NA,NA,NA,63,10.3,374,61.3,85,13.9,88,14.4,330,54.1,280,45.9
22K052,PS 052 SHEEPSHEAD BAY,20102011,76.4,752,14.9,16.6,105,136,130,123,106,NA,NA,NA,NA,NA,NA,NA,59,7.8,148,19.7,105,14,437,58.1,391,52,361,48
22K052,PS 052 SHEEPSHEAD BAY,20112012,65.4,781,15.2,14.2,124,114,129,130,121,NA,NA,NA,NA,NA,NA,NA,40,5.1,139,17.8,98,12.5,502,64.3,417,53.4,364,46.6
22K078,JHS 078 ROY H MANN,20102011,68.6,1126,4.1,17.8,NA,NA,NA,NA,NA,372,343,411,NA,NA,NA,NA,39,3.5,799,71,92,8.2,188,16.7,567,50.4,559,49.6
22K078,JHS 078 ROY H MANN,20112012,54.1,1060,4.3,18.5,NA,NA,NA,NA,NA,324,373,363,NA,NA,NA,NA,40,3.8,754,71.1,96,9.1,159,15,552,52.1,508,47.9
22K109,PS 109,20102011,85.5,601,14.8,21,54,37,63,81,65,93,87,79,NA,NA,NA,NA,5,0.8,458,76.2,128,21.3,10,1.7,304,50.6,297,49.4
22K109,PS 109,20112012,78.7,556,12.8,21,43,46,43,60,73,88,80,92,NA,NA,NA,NA,7,1.3,425,76.4,115,20.7,9,1.6,286,51.4,270,48.6
22K119,PS 119 AMERSFORT,20102011,81,493,9.9,10.3,10,102,117,127,128,NA,NA,NA,NA,NA,NA,NA,45,9.1,369,74.8,68,13.8,9,1.8,248,50.3,245,49.7
22K119,PS 119 AMERSFORT,20112012,64.2,491,10.4,11.2,9,121,102,127,124,NA,NA,NA,NA,NA,NA,NA,52,10.6,376,76.6,56,11.4,6,1.2,242,49.3,249,50.7
22K134,K134,20112012,92.9,482,19.1,11,90,79,82,64,71,NA,NA,NA,NA,NA,NA,NA,132,27.4,121,25.1,111,23,116,24.1,232,48.1,250,51.9
22K139,PS 139 ALEXINE A. FENTY,20102011,85.3,1060,24.5,10.6,166,170,182,187,169,NA,NA,NA,NA,NA,NA,NA,189,17.8,402,37.9,368,34.7,99,9.3,521,49.2,539,50.8
22K139,PS 139 ALEXINE A. FENTY,20112012,79.1,1059,23.3,9.4,172,174,166,181,191,NA,NA,NA,NA,NA,NA,NA,192,18.1,390,36.8,360,34,106,10,510,48.2,549,51.8
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,20102011,89.5,842,12.6,11.2,137,125,142,143,135,NA,NA,NA,NA,NA,NA,NA,63,7.5,577,68.5,155,18.4,40,4.8,415,49.3,427,50.7
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,20112012,74,869,12,11.5,141,137,125,140,143,NA,NA,NA,NA,NA,NA,NA,49,5.6,599,68.9,168,19.3,43,4.9,435,50.1,434,49.9
22K193,PS 193 GIL HODGES,20102011,75.8,864,13,13.2,157,131,124,144,142,NA,NA,NA,NA,NA,NA,NA,126,14.6,451,52.2,126,14.6,147,17,445,51.5,419,48.5
22K193,PS 193 GIL HODGES,20112012,63.4,905,12.4,12.2,172,152,131,134,141,NA,NA,NA,NA,NA,NA,NA,126,13.9,491,54.3,129,14.3,136,15,461,50.9,444,49.1
22K194,PS 194 RAOUL WALLENBERG,20102011,91.1,444,10.4,19.1,75,68,66,64,66,NA,NA,NA,NA,NA,NA,NA,68,15.3,204,45.9,118,26.6,48,10.8,218,49.1,226,50.9
22K194,PS 194 RAOUL WALLENBERG,20112012,82.3,430,10.5,18.4,75,75,67,61,65,NA,NA,NA,NA,NA,NA,NA,49,11.4,199,46.3,127,29.5,51,11.9,203,47.2,227,52.8
22K195,PS 195 MANHATTAN BEACH,20102011,28.5,412,8.3,7,65,69,63,54,68,NA,NA,NA,NA,NA,NA,NA,9,2.2,15,3.6,3,0.7,384,93.2,216,52.4,196,47.6
22K195,PS 195 MANHATTAN BEACH,20112012,21.1,425,9.4,4.9,64,65,64,62,57,NA,NA,NA,NA,NA,NA,NA,5,1.2,14,3.3,6,1.4,398,93.6,228,53.6,197,46.4
22K197,PS 197 BROOKLYN,20102011,76.6,528,17.6,22.7,92,78,82,80,82,NA,NA,NA,NA,NA,NA,NA,56,10.6,128,24.2,109,20.6,235,44.5,260,49.2,268,50.8
22K197,PS 197 BROOKLYN,20112012,61.4,556,15.3,21.2,84,94,82,82,88,NA,NA,NA,NA,NA,NA,NA,53,9.5,123,22.1,121,21.8,257,46.2,279,50.2,277,49.8
22K198,PS 198 BROOKLYN,20102011,82.8,580,4.1,10.5,85,100,86,108,94,NA,NA,NA,NA,NA,NA,NA,18,3.1,534,92.1,23,4,2,0.3,302,52.1,278,47.9
22K198,PS 198 BROOKLYN,20112012,66.3,543,4.1,9.6,81,73,104,83,97,NA,NA,NA,NA,NA,NA,NA,17,3.1,478,88,33,6.1,4,0.7,275,50.6,268,49.4
22K203,PS 203 FLOYD BENNETT,20102011,84.6,948,4.6,15.7,114,150,186,152,145,NA,NA,NA,NA,NA,NA,NA,21,2.2,781,82.4,86,9.1,55,5.8,473,49.9,475,50.1
22K203,PS 203 FLOYD BENNETT,20112012,73.9,939,5.3,14,134,122,146,179,151,NA,NA,NA,NA,NA,NA,NA,19,2,771,82.1,91,9.7,52,5.5,478,50.9,461,49.1
22K206,PS 206 JOSEPH F LAMB,20102011,76.7,1396,14,9.6,166,172,134,179,181,118,122,108,NA,NA,NA,NA,664,47.6,71,5.1,107,7.7,549,39.3,727,52.1,669,47.9
22K206,PS 206 JOSEPH F LAMB,20112012,62,1370,15.5,9.2,143,165,165,147,186,131,114,113,NA,NA,NA,NA,669,48.8,52,3.8,118,8.6,527,38.5,705,51.5,665,48.5
22K207,PS 207 ELIZABETH C LEARY,20102011,48.5,1207,2.7,13,151,140,127,143,136,117,116,105,NA,NA,NA,NA,109,9,366,30.3,164,13.6,552,45.7,600,49.7,607,50.3
22K207,PS 207 ELIZABETH C LEARY,20112012,35.9,1231,2.4,12.4,143,154,140,125,145,130,115,111,NA,NA,NA,NA,115,9.3,378,30.7,170,13.8,555,45.1,616,50,615,50
22K217,PS 217 COLONEL DAVID MARCUS SCHOOL,20102011,89.1,1365,21,13.3,206,209,233,216,208,NA,NA,NA,NA,NA,NA,NA,696,51,169,12.4,280,20.5,199,14.6,692,50.7,673,49.3
22K217,PS 217 COLONEL DAVID MARCUS SCHOOL,20112012,78,1365,20.1,12.4,241,200,201,226,212,NA,NA,NA,NA,NA,NA,NA,687,50.3,173,12.7,268,19.6,216,15.8,682,50,683,50
22K222,PS 222 KATHERINE R SNYDER,20102011,50.1,854,6.4,16.6,120,124,131,146,150,NA,NA,NA,NA,NA,NA,NA,153,17.9,169,19.8,129,15.1,387,45.3,435,50.9,419,49.1
22K222,PS 222 KATHERINE R SNYDER,20112012,40.2,848,6.1,17.6,139,117,120,130,146,NA,NA,NA,NA,NA,NA,NA,157,18.5,152,17.9,148,17.5,375,44.2,452,53.3,396,46.7
22K234,JHS 234 ARTHUR W CUNNINGHAM,20102011,72.8,1850,8.2,8.3,NA,NA,NA,NA,NA,600,635,615,NA,NA,NA,NA,546,29.5,351,19,230,12.4,717,38.8,953,51.5,897,48.5
22K234,JHS 234 ARTHUR W CUNNINGHAM,20112012,60.2,1871,6.9,7.2,NA,NA,NA,NA,NA,604,614,653,NA,NA,NA,NA,517,27.6,357,19.1,245,13.1,744,39.8,943,50.4,928,49.6
22K236,PS 236 MILL BASIN,20102011,40.1,639,5.2,12.5,94,113,104,89,113,NA,NA,NA,NA,NA,NA,NA,28,4.4,161,25.2,49,7.7,393,61.5,324,50.7,315,49.3
22K236,PS 236 MILL BASIN,20112012,33.6,630,4.1,13.2,114,97,110,99,92,NA,NA,NA,NA,NA,NA,NA,42,6.7,164,26,47,7.5,368,58.4,300,47.6,330,52.4
22K240,ANDRIES HUDDE,20102011,82.2,1093,10.1,12.8,NA,NA,NA,NA,NA,328,380,385,NA,NA,NA,NA,143,13.1,784,71.7,137,12.5,29,2.7,559,51.1,534,48.9
22K240,ANDRIES HUDDE,20112012,73.8,1007,9.6,14.5,NA,NA,NA,NA,NA,309,316,382,NA,NA,NA,NA,154,15.3,691,68.6,131,13,29,2.9,521,51.7,486,48.3
