CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,AVERAGE CLASS SIZE,SIZE OF LARGEST CLASS,SIZE OF SMALLEST CLASS
28,Q080,P.S. 080 Thurgood Marshall Magnet,0K,GEN ED,22.5,23,22
28,Q082,P.S. 082 Hammond,0K,GEN ED,22.3,23,20
28,Q099,P.S. 099 Kew Gardens,0K,GEN ED,23.4,24,22
28,Q101,P.S. 101 School in the Gardens,0K,GEN ED,25.3,26,24
28,Q117,P.S. 117 J. Keld / Briarwood School,0K,GEN ED,25.2,26,24
28,Q121,P.S. 121 Queens,0K,GEN ED,23,23,23
28,Q139,P.S. 139 Rego Park,0K,GEN ED,24.2,25,23
28,Q140,P.S. 140 Edward K Ellington,0K,GEN ED,24.7,25,24
28,Q144,P.S. 144 Col Jeromus Remsen,0K,GEN ED,22.7,23,22
28,Q144,P.S. 144 Col Jeromus Remsen,0K,G&T,23,23,23
28,Q157,J.H.S. 157 Stephen A. Halsey,09,GEN ED,21.3,26,15
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,GEN ED,18.7,24,12
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,GEN ED,15,15,15
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,GEN ED,15,15,15
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,GEN ED,20.3,23,15
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,GEN ED,17.5,20,15
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,SPEC ED,10.2,12,5
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,SPEC ED,7,9,5
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,SPEC ED,8.7,12,5
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,SPEC ED,8.3,12,5
28,Q157,J.H.S. 157 Stephen A. Halsey,09-12,SPEC ED,9,9,9
28,Q160,P.S. 160 Walter Francis Bishop,0K,GEN ED,24.8,25,24
28,Q161,P.S. 161 Arthur Ashe School,0K,GEN ED,21.8,22,21
28,Q174,P.S. 174 William Sidney Mount,0K,GEN ED,20.3,21,20
28,Q174,P.S. 174 William Sidney Mount,0K,G&T,16,16,16
28,Q175,P.S. 175 The Lynn Gross Discovery School,0K,GEN ED,18,19,16
28,Q182,P.S. 182 Samantha Smith,0K,GEN ED,24,25,20
28,Q190,J.H.S. 190 Russell Sage,09-12,GEN ED,19,19,19
28,Q190,J.H.S. 190 Russell Sage,09-12,GEN ED,20,20,20
28,Q196,P.S. 196 Grand Central Parkway,0K,GEN ED,25.8,26,25
28,Q206,P.S. 206 The Horace Harding School,0K,GEN ED,25.3,26,25
28,Q217,J.H.S. 217 Robert A. Van Wyck,09-12,GEN ED,20,20,20
28,Q217,J.H.S. 217 Robert A. Van Wyck,09-12,SPEC ED,11.5,12,11
28,Q220,P.S. 220 Edward Mandel,0K,GEN ED,23.7,24,23
28,Q220,P.S. 220 Edward Mandel,0K,G&T,7,7,7
28,Q284,York Early College Academy,09-12,GEN ED,27.3,34,22
28,Q284,York Early College Academy,09-12,GEN ED,25,27,22
28,Q284,York Early College Academy,09-12,GEN ED,26,26,26
28,Q284,York Early College Academy,09-12,GEN ED,12,12,12
28,Q284,York Early College Academy,09-12,GEN ED,25,30,20
28,Q284,York Early College Academy,09-12,GEN ED,25.3,28,22
28,Q284,York Early College Academy,09-12,GEN ED,31,31,31
28,Q284,York Early College Academy,09-12,GEN ED,25,31,18
28,Q284,York Early College Academy,09-12,GEN ED,27.3,34,22
28,Q284,York Early College Academy,09-12,GEN ED,25,27,22
28,Q284,York Early College Academy,09-12,GEN ED,27.3,34,22
28,Q303,The Academy for Excellence through the Arts,0K,GEN ED,24,24,24
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,19.8,25,13
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,22.8,31,17
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,30.7,34,24
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,16,22,12
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,15.5,19,12
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,18,18,18
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,25.5,33,18
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,28.5,31,26
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,29,29,29
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,16,16,16
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,26.6,30,24
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,24.5,31,18
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,27,27,27
28,Q310,Queens Collegiate: A College Board School,09-12,GEN ED,15.5,16,15
28,Q325,HILLSIDE ARTS & LETTERS ACADEMY,09,GEN ED,32,75,10
28,Q325,HILLSIDE ARTS & LETTERS ACADEMY,09-12,GEN ED,19.5,23,16
28,Q325,HILLSIDE ARTS & LETTERS ACADEMY,09-12,GEN ED,23.5,24,23
28,Q325,HILLSIDE ARTS & LETTERS ACADEMY,09-12,GEN ED,24,25,23
28,Q325,HILLSIDE ARTS & LETTERS ACADEMY,09-12,GEN ED,24,25,23
28,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,09,GEN ED,18.2,20,17
28,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,09-12,GEN ED,22.7,29,14
28,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,09-12,GEN ED,17,17,17
28,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,09-12,GEN ED,20.5,22,19
28,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,09-12,GEN ED,18.5,22,11
28,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,09-12,GEN ED,31,31,31
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,26.4,32,15
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,29.8,34,24
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,25.2,28,23
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,20,30,10
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,30.3,31,30
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,25.4,30,18
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,18.5,23,14
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,28.8,35,21
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,31.3,32,31
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,31.5,32,31
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,28.2,32,17
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,31.5,33,30
28,Q338,Queens Satellite High School for Opportunity,09-12,GEN ED,31.3,32,30
28,Q440,Forest Hills High School,09-12,GEN ED,30.3,35,21
28,Q440,Forest Hills High School,09-12,GEN ED,32.3,34,21
28,Q440,Forest Hills High School,09-12,GEN ED,31.5,35,12
28,Q440,Forest Hills High School,09-12,GEN ED,32.1,34,23
28,Q440,Forest Hills High School,09-12,GEN ED,29.6,35,21
28,Q440,Forest Hills High School,09-12,GEN ED,29.6,35,14
28,Q440,Forest Hills High School,09-12,GEN ED,31.8,35,20
28,Q440,Forest Hills High School,09-12,GEN ED,28.9,34,10
28,Q440,Forest Hills High School,09-12,GEN ED,32.2,34,27
28,Q440,Forest Hills High School,09-12,GEN ED,29.4,39,14
28,Q440,Forest Hills High School,09-12,GEN ED,32.8,34,30
28,Q440,Forest Hills High School,09-12,GEN ED,30.8,34,23
28,Q440,Forest Hills High School,09-12,GEN ED,30.3,44,10
28,Q440,Forest Hills High School,09-12,GEN ED,32.2,35,22
28,Q440,Forest Hills High School,09-12,GEN ED,32.4,35,22
28,Q440,Forest Hills High School,09-12,GEN ED,31.8,38,16
28,Q440,Forest Hills High School,09-12,GEN ED,32.5,35,22
28,Q440,Forest Hills High School,09-12,SPEC ED,9.3,11,8
28,Q440,Forest Hills High School,09-12,SPEC ED,14,15,13
28,Q440,Forest Hills High School,09-12,SPEC ED,13.3,16,11
28,Q440,Forest Hills High School,09-12,SPEC ED,16,16,16
28,Q440,Forest Hills High School,09-12,SPEC ED,8.3,10,7
28,Q440,Forest Hills High School,09-12,SPEC ED,13.2,15,9
28,Q440,Forest Hills High School,09-12,SPEC ED,9.7,11,8
28,Q440,Forest Hills High School,09-12,SPEC ED,14.7,16,14
28,Q440,Forest Hills High School,09-12,SPEC ED,12.7,16,9
28,Q440,Forest Hills High School,09-12,SPEC ED,13.5,15,12
28,Q440,Forest Hills High School,09-12,SPEC ED,11.3,14,5
28,Q440,Forest Hills High School,09-12,SPEC ED,15,17,14
28,Q440,Forest Hills High School,09-12,SPEC ED,13,13,13
28,Q470,Jamaica High School,09-12,GEN ED,28.3,33,20
28,Q470,Jamaica High School,09-12,GEN ED,31.9,35,25
28,Q470,Jamaica High School,09-12,GEN ED,25,35,17
28,Q470,Jamaica High School,09-12,GEN ED,25.2,36,10
28,Q470,Jamaica High School,09-12,GEN ED,11,11,11
28,Q470,Jamaica High School,09-12,GEN ED,27.7,32,20
28,Q470,Jamaica High School,09-12,GEN ED,26,33,13
28,Q470,Jamaica High School,09-12,GEN ED,27.8,34,13
28,Q470,Jamaica High School,09-12,GEN ED,20,29,16
28,Q470,Jamaica High School,09-12,GEN ED,28,28,28
28,Q470,Jamaica High School,09-12,GEN ED,28,34,19
28,Q470,Jamaica High School,09-12,GEN ED,28.4,34,20
28,Q470,Jamaica High School,09-12,GEN ED,22.2,25,19
28,Q470,Jamaica High School,09-12,GEN ED,20.5,22,19
28,Q470,Jamaica High School,09-12,GEN ED,26.4,35,10
28,Q470,Jamaica High School,09-12,GEN ED,27.1,35,14
28,Q470,Jamaica High School,09-12,GEN ED,25.1,36,10
28,Q470,Jamaica High School,09-12,GEN ED,27.1,36,16
28,Q470,Jamaica High School,09-12,GEN ED,28,35,10
28,Q470,Jamaica High School,09-12,SPEC ED,12,13,11
28,Q470,Jamaica High School,09-12,SPEC ED,14,14,14
28,Q470,Jamaica High School,09-12,SPEC ED,13,13,13
28,Q470,Jamaica High School,09-12,SPEC ED,12,12,12
28,Q470,Jamaica High School,09-12,SPEC ED,13.5,15,12
28,Q470,Jamaica High School,09-12,SPEC ED,15,15,15
28,Q470,Jamaica High School,09-12,SPEC ED,12.3,15,10
28,Q470,Jamaica High School,09-12,SPEC ED,12,12,12
28,Q505,Hillcrest High School,09-12,GEN ED,30,30,30
28,Q505,Hillcrest High School,09-12,GEN ED,29,31,27
28,Q505,Hillcrest High School,09-12,GEN ED,30,31,29
28,Q505,Hillcrest High School,09-12,GEN ED,26.9,34,14
28,Q505,Hillcrest High School,09-12,GEN ED,30.6,34,25
28,Q505,Hillcrest High School,09-12,GEN ED,28.4,34,11
28,Q505,Hillcrest High School,09-12,GEN ED,29.3,34,15
28,Q505,Hillcrest High School,09-12,GEN ED,31.4,34,19
28,Q505,Hillcrest High School,09-12,GEN ED,27.5,30,24
28,Q505,Hillcrest High School,09-12,GEN ED,27.3,34,14
28,Q505,Hillcrest High School,09-12,GEN ED,34,34,34
28,Q505,Hillcrest High School,09-12,GEN ED,19,19,19
28,Q505,Hillcrest High School,09-12,GEN ED,33.7,34,33
28,Q505,Hillcrest High School,09-12,GEN ED,27.3,34,10
28,Q505,Hillcrest High School,09-12,SPEC ED,12,12,12
28,Q505,Hillcrest High School,09-12,SPEC ED,13,13,13
28,Q505,Hillcrest High School,09-12,SPEC ED,11,11,11
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,32.7,34,29
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,30.3,34,20
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,31.9,34,26
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,29.8,34,17
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,33.7,34,32
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,33.2,34,31
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,13.3,17,10
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,30.4,34,24
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,31.1,34,25
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,28.3,34,17
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,30.1,34,12
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,29.1,34,13
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,32.6,34,29
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,24.8,30,14
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,28.6,34,13
28,Q620,Thomas A. Edison Career and Technical Education High School,09-12,GEN ED,32.4,34,25
